인구이동_기점,인구이동_종점,0세_19세 일평균 외부유입 인구,20세_39세 일평균 외부유입 인구,40세_64세 일평균 외부유입 인구,65세 이상 일평균 외부유입 인구,남성_일평균 외부유입 인구,여성_일평균 외부유입 인구,2020년 1월_일평균 외부유입 인구,2020년 2월_일평균 외부유입 인구,2020년 3월_일평균 외부유입 인구,2020년 4월_일평균 외부유입 인구,2020년 5월_일평균 외부유입 인구,2020년 6월_일평균 외부유입 인구,2020년 7월_일평균 외부유입 인구,2020년 8월_일평균 외부유입 인구,2020년 9월_일평균 외부유입 인구,2020년 10월_일평균 외부유입 인구,2020년 11월_일평균 외부유입 인구,2020년 12월_일평균 외부유입 인구,주중_새벽(0시-6시)_일평균 외부유입 인구,주중_출근(7시-9시)_일평균 외부유입 인구,주중_주간(10시-17시)_일평균 외부유입 인구,주중_퇴근(18시-20시)_일평균 외부유입 인구,주중_야간(21시-23시)_일평균 외부유입 인구,주말_첨두시(11시-19시)_일평균 외부유입 인구,주말_비첨두시(20시-10시)_일평균 외부유입 인구,데이터기준일자
안산시 단원구,매탄2동,33.42,313.77,297.32,11.16,244.65,411.02,802.28,641.1,600.88,579.86,553.6,701.57,609.16,597.66,523.56,618.05,753.42,883.85,99.34,103.77,340.57,53.21,72.32,318.5,303.04,2021-11-30
안산시 단원구,매탄3동,19.27,550.2,274.85,15.02,304.67,554.68,752.39,778.74,775.87,1075.59,844.68,955.72,961.18,809.96,884.99,783.47,880.14,815.76,80.54,168.93,603.54,85.76,76.27,232.72,234.41,2021-11-30
안산시 단원구,매탄4동,0.85,34.31,31.64,1.92,33.41,35.32,87.75,77.1,102.71,102.96,66.66,54.71,92.76,51,54.07,49.12,38.25,46.45,10.27,7.45,27.78,4.88,7.42,55.58,40.02,2021-11-30
안산시 단원구,서둔동,89.77,747.44,790.28,34.45,656.87,1005.07,1826.91,1406.86,1304.41,1867.87,1691.73,1758.1,1780.26,1644.2,1640.32,1793.36,1719.9,1503.83,165.77,258.15,920.25,152.35,150,573.4,1127.38,2021-11-30
안산시 단원구,세류1동,11.9,93.5,94.52,8.19,82.17,125.93,225.09,189.57,236.88,205.67,200.46,195.19,210.25,221.52,202.57,196.09,225.93,186.77,26.84,35.49,115.89,15.59,19.1,94.95,101.05,2021-11-30
안산시 단원구,세류2동,9.98,208.38,271.17,17.9,178.53,328.92,557.09,509.98,429.81,524.01,505.49,426.79,472.4,505.47,591.93,514.29,642.65,414.57,75.71,84.46,246.26,37.86,50.32,273.91,265.83,2021-11-30
안산시 단원구,세류3동,10.11,126.51,112.43,22.04,123.73,147.35,318.08,197.67,270.84,240.79,282.8,280.82,217.08,296.75,282.53,251.33,280.33,329.24,53.11,39.51,132.03,17.77,29.92,159.78,108.15,2021-11-30
안산시 단원구,송죽동,12.55,85.13,108.85,3.99,83.1,127.41,153.68,180.11,242.69,248.8,175.07,239.87,199.68,170.57,208.44,250.39,148.65,306.36,29.64,29.01,104.89,21.35,27.85,93.59,111.3,2021-11-30
안산시 단원구,연무동,18.27,158.53,267.45,26.94,192.26,278.93,391.34,312.14,452.33,467.38,542.42,538.92,501.66,500.67,476.6,520.4,545.56,399.19,65.97,59.66,244.07,45.56,44.48,220.4,279.61,2021-11-30
안산시 단원구,영통1동,28.82,79.88,54.93,3.93,41.63,125.93,193.81,133.31,112.82,135.42,143.6,183.22,180.02,175.59,176.86,173.08,223.48,178.93,19.86,26.41,97.33,16.43,18.67,73.27,66.24,2021-11-30
안산시 단원구,영통2동,26.57,255.25,214.1,13.09,152.26,356.75,501.28,529.33,579.24,561.05,461.86,473.61,599.91,441.27,419.35,474.87,473.09,591.09,48.78,96.09,302.41,51.82,54.92,192.3,203.34,2021-11-30
안산시 단원구,영통3동,94.65,287.06,223.41,27.49,219.01,413.6,632.94,633.56,583.74,540.76,681.48,804.11,698.07,636.91,622.81,641.06,590.09,526.72,80.44,82.06,349.58,73.87,83.84,245.68,293.24,2021-11-30
안산시 단원구,영화동,51.79,246.84,397.43,31.87,259.18,468.74,794.45,765.85,587.5,647.24,746.42,837.25,791.41,707.74,699.71,784.17,728.4,647.34,96.89,112.1,406.03,65.91,98.31,292.69,305.93,2021-11-30
안산시 단원구,우만1동,22.45,163.12,209.56,20.67,100.14,315.67,489.42,282.53,331.53,352.99,343.25,571.38,330.24,507.66,506.31,491.28,424.4,356.29,53.87,58.57,221.17,35.91,47.61,189.83,222.65,2021-11-30
안산시 단원구,우만2동,4.05,90.86,86.32,11.87,64.71,128.39,195.21,142.44,171.85,123.87,163.41,206.84,298.83,237.56,220.84,222.79,164.36,164.04,29.21,27.02,99.03,15.35,22.99,95.12,96.69,2021-11-30
안산시 단원구,원천동,22.32,466.83,508.72,67.46,455.72,609.61,1101.89,1077.58,893.27,1010.87,905.43,1172.53,1327.83,1023.7,1162.21,1023.6,1128.11,964.62,155.58,190.56,623.44,82.38,115.7,440.43,367.12,2021-11-30
안산시 단원구,율천동,65.05,589.63,446.1,33.86,432.79,701.85,1135.99,1086.97,966.32,1157.09,1253.44,1126.48,1141.24,1052.02,1190.19,1165.77,1204.8,1136.78,104.52,168.1,658.62,121.04,148.28,424.98,543.6,2021-11-30
안산시 단원구,인계동,80.13,1019.27,839.64,56.85,840.02,1155.87,2062.4,1829.9,1660.07,2098.18,1886.9,1790.2,2104.13,1807.34,1842.26,2341.37,2323.68,2195.89,240.06,277.95,1100.5,167.54,237.19,1001.35,925.66,2021-11-30
안산시 단원구,입북동,52.8,542.23,859.43,75.77,592.94,937.29,1782.55,1648.33,1691.16,1682.76,1766.84,1895.52,1594.1,1184.13,1309.69,1351.73,1285.24,1180.1,163.5,318.79,857.69,145.41,133.56,545.91,760.85,2021-11-30
안산시 단원구,정자1동,8.59,106.06,130.43,6.76,80.04,171.79,237.85,175.45,157.61,172.73,224.14,324.09,273.24,315.85,270.22,270.96,315.05,282.33,34.81,35.3,135.23,17.83,23.99,142.39,121.24,2021-11-30
안산시 단원구,정자2동,15.82,155.71,232.68,43.74,183.47,264.48,312.93,463.9,410.88,416.69,434.79,543.72,424.58,518.51,388.98,435.44,514.89,513.43,53.01,81.5,268.42,27.89,36.37,201.26,198.2,2021-11-30
안산시 단원구,정자3동,34.79,262.64,214.84,7.9,244.8,275.37,518.32,484.4,473.99,411.95,456.2,479.14,635.09,467.47,500.49,590.27,674.42,547.49,41.36,72.22,341.37,50.68,49.51,178.03,254,2021-11-30
안산시 단원구,조원1동,47.2,313.39,369.75,34.96,276.6,488.7,775.12,635.22,767.58,746.65,600.12,871.89,915.38,880.31,816.15,856.14,700.56,612.46,95.34,131.25,424.68,62.84,78.4,353.12,343.63,2021-11-30
안산시 단원구,조원2동,7.3,82.15,106.35,5.27,72.13,128.93,237.15,180.21,185.03,160.5,195.37,183.79,216.66,170.54,251.18,224.88,185.44,219.94,39.46,29.82,85.37,23.25,22.4,98.67,104.35,2021-11-30
안산시 단원구,지동,12.16,97.66,119.7,18.5,128.27,119.76,296.09,229.24,188.26,244.67,255.65,260.42,356.27,243.66,262.77,233.27,229.79,175.21,37.89,43.87,141.77,17.14,26.47,107.9,91.97,2021-11-30
안산시 단원구,파장동,36.2,342.53,428.04,35.64,298.54,543.88,855.18,701.32,719.82,775.26,874.25,957.24,852.21,862.17,843.65,907.47,952.75,803.65,126.87,143.36,466.87,72.76,63.9,345.26,418.19,2021-11-30
안산시 단원구,평동,49.58,1002.84,1489.67,66.06,620.87,1987.29,2226.61,2174.01,2398.83,2343.67,2122.76,2461.14,2678.54,2376.86,2713.51,3086.69,3374.78,3327.4,164.16,619.28,1947.16,233.78,154.42,545.46,776.33,2021-11-30
안산시 단원구,행궁동,14.75,213.83,292.08,44.96,287.49,278.13,537.69,461.44,404.41,541.91,681.03,527.35,550.52,621.74,617.22,794.31,608.15,436.09,45.32,67.41,313.26,50.46,52.65,221.57,436.07,2021-11-30
안산시 단원구,호매실동,9.4,115.36,230.74,36.54,183.89,208.15,411.33,399.59,383.32,405.36,330.72,441,383.29,378.24,373.47,439.4,399.84,361.06,39.79,65.85,227,36.06,40.93,147.93,199.8,2021-11-30
안산시 단원구,화서1동,8.57,116.82,208.44,14.02,131.51,216.34,304.54,270.76,265.32,347.61,364.75,466.45,397.82,305.49,303.73,344.47,398.25,404.03,33.32,66.21,228.27,20.27,21.44,136.29,157.01,2021-11-30
안산시 단원구,화서2동,10.8,166.18,357.44,37.16,220.36,351.21,562.2,469.56,487.25,595.06,625.63,556.99,556.98,493.6,558.98,584.6,742.76,624.05,68.15,103.84,328.79,44.79,53.19,222.28,280.82,2021-11-30
안산시 상록구,고등동,51.99,417.19,359.46,39.6,402.19,466.06,911.12,886.16,790.29,816.98,806.16,921.84,847.84,894,857.05,956.65,957.33,777.29,83.5,167.43,504.04,82.61,77.38,308.41,442.15,2021-11-30
안산시 상록구,곡선동,10.54,349.85,365.81,38.61,276.17,488.65,833.41,679.79,741.16,770.57,893.16,843.36,827.58,719.06,791.95,635.32,710.9,727.96,102.83,114.67,389.9,67.31,86.21,390.79,383.84,2021-11-30
안산시 상록구,광교1동,106.81,880.22,828.69,51.41,743.41,1123.72,2023.36,1789.02,1800.11,1778.18,1773.84,1960.45,2133.04,1954.94,1897.52,1786.47,1795.51,1706.88,163.3,316.72,1196.53,233.71,158,524.27,836.2,2021-11-30
안산시 상록구,광교2동,18.93,200.01,280.83,26.48,208.13,318.11,514.18,442.75,383.34,477.24,465.19,520.76,639.48,671.83,624.75,578.37,552.48,441.32,53.27,95.07,302.82,51.79,41.04,205.87,275.62,2021-11-30
안산시 상록구,구운동,112.16,1181.9,2038.48,215.65,1619.72,1928.47,3961.69,3829.87,3642.07,3655.24,3552.27,3363.04,3200.59,3648.96,3549.57,3697.56,3422.81,3066.18,329.6,560.71,1958.44,369.9,391.72,1361.98,2029.54,2021-11-30
안산시 상록구,권선1동,37.37,776.6,890.18,74.54,779.08,999.62,1891.07,1810.7,1610.71,1855.66,1799.1,1893.81,1702.39,1605.05,1639.79,1795.76,1915.47,1833.05,194.64,285.4,1042.14,154.89,179.64,761.17,821.02,2021-11-30
안산시 상록구,권선2동,19.08,211.23,295.14,16.23,213.91,327.76,627.34,548.6,529.78,537.08,586.2,561.91,546.03,565.66,487.91,518.38,532.35,457.74,56.52,78.38,288.56,50.79,55.23,263.06,309.35,2021-11-30
안산시 상록구,금곡동,135.94,870.41,1513.13,96.99,1226.89,1389.57,2321.7,2451.18,2476.05,2692.56,2769.65,2907.05,2679.48,2737.25,2666.12,2677.23,2644.15,2378.85,270.68,363.84,1511.12,273.88,318.95,1045.34,1263.79,2021-11-30
안산시 상록구,망포1동,33.49,377.86,347.6,22.62,299.41,482.17,872.34,910.99,606.27,648.4,669.13,671.59,708.82,772.97,841.22,826.26,904.27,953.06,94.54,126.5,467.45,75.5,85.43,298.99,311.65,2021-11-30
안산시 상록구,망포2동,2.32,126.85,93.14,7.47,109.99,119.79,214.32,232.82,215.26,281.06,330.16,169.03,198.65,216.6,182.41,203.08,248.97,263.91,26.3,33.44,126.55,22.44,24.92,113.46,106.55,2021-11-30
안산시 상록구,매교동,7.08,130.24,151.53,12.24,104.29,196.79,352.55,209.26,247.12,316.79,259.8,260.96,331.83,264.51,282.97,363.02,431.3,289.8,31.7,66.74,199.36,24.74,21.63,86.5,106.04,2021-11-30
안산시 상록구,매산동,269.36,2475.4,1332.17,123.11,2263.03,1937,5095.55,4409.27,3562.75,4019.8,4211.97,4107.09,4617.85,4404.27,3716.32,4457.6,4545.06,3253.12,294.15,494.82,2321.12,548.53,510.07,1506.7,2772.3,2021-11-30
안산시 상록구,매탄1동,13.01,70.23,86.63,9.37,83.12,96.12,425.83,207.13,77.91,120.38,117.87,158.7,163.68,197.92,186.85,149.85,146.53,196.57,32.51,18.06,84.53,17.03,19.29,101.95,96.95,2021-11-30
안산시 상록구,매탄2동,41.87,400.39,463.71,47.77,379.83,573.91,979.8,751.41,819.96,952.93,906.61,1004.42,963.89,981.34,1035.24,971.6,950.18,1118.56,107.23,141.72,570.94,90.14,91.18,350.11,484.04,2021-11-30
안산시 상록구,매탄3동,21.3,946.68,562.35,30.48,572.64,988.18,1708.08,1673.79,1666.31,1699.69,1501.24,1630.88,1643.2,1470.89,1342.31,1424.47,1493.34,1480.41,144.59,354.51,1104.16,128.55,132.5,407.16,389.08,2021-11-30
안산시 상록구,매탄4동,26.85,43.84,54.12,2.17,56.46,70.52,169.17,94.77,82.1,129.28,75.85,123.96,79.67,139.57,198.58,180.61,123.91,126.47,19.48,22.47,68.1,9,13.01,67.08,47.11,2021-11-30
안산시 상록구,서둔동,98.24,1287.57,1468.13,106.46,1421.54,1538.86,3180.27,2719.32,2574.36,2861.43,3057.98,3026.61,3079.76,3155.73,2909.8,3372.93,3073.15,2498.9,256.85,449.45,1674.14,310.27,284.12,947.39,1976.67,2021-11-30
안산시 상록구,세류1동,11.03,123.25,122.39,11.31,99.1,168.88,317.34,285.8,242.94,279.71,241.28,274.44,251.56,289.1,256.32,270.21,272.33,236.22,24.9,45.08,153.46,29.81,26.05,99.7,139.78,2021-11-30
안산시 상록구,세류2동,25.83,269.78,446.19,39.93,290.74,490.98,756.35,631.04,781.16,804.85,859.32,889.5,743.45,863.19,739.3,835.65,830.13,641.38,88.9,145.89,440.13,66.93,76.11,320.02,370.39,2021-11-30
안산시 상록구,세류3동,23.53,121.16,165.44,23.43,133.33,200.22,381.44,253.73,285.2,322.96,320.44,328.96,283.88,364.4,318.38,340.74,427.1,372.26,44.57,50.66,180.92,26.24,37.27,172.04,146.1,2021-11-30
안산시 상록구,송죽동,21.79,112.67,204.14,6.72,142.21,203.11,330.84,436.46,277.28,370.01,355.03,419.78,305.78,296.05,416.03,363.52,340.73,243.48,45.97,64.43,201.06,32.51,35.83,120.89,137.58,2021-11-30
안산시 상록구,연무동,24.56,284.29,334.39,20.34,224.71,438.87,644.4,535.09,634.96,716.59,574.58,671.78,712.17,618.97,701.13,841.35,736.08,573.18,85.36,99.55,347.92,70.54,65.36,270.71,379.91,2021-11-30
안산시 상록구,영통1동,45.9,113.34,101.33,11.18,120.81,150.94,366.29,295.02,183.61,294.6,248.83,240.06,273.31,251.82,350.58,287.16,250.57,222.34,29.78,39.66,158.51,23.07,29.06,129.97,120.83,2021-11-30
안산시 상록구,영통2동,31.81,377.54,399.32,33.53,240.17,602.03,870.91,847.16,699.53,752.87,893.09,993.2,1091.54,887.62,832.21,734.9,781.23,722.15,67.37,162.36,545.59,90.71,76.59,261.98,327.25,2021-11-30
안산시 상록구,영통3동,81.14,467.4,407.98,23.32,467.26,512.58,1139.73,991.25,757.54,976.01,801.11,1004.63,1053.67,1099.71,1179.33,918.93,1053.21,793.16,119.77,157.84,591.01,95.84,117.36,342.36,380.56,2021-11-30
안산시 상록구,영화동,60.07,420.16,451.5,44.94,441.3,535.37,986.43,993.43,941.62,787.35,877.93,964.3,1034.06,899.06,947.18,1081.7,1144.09,1061.89,121.99,150.21,577.22,88.29,99.72,396.78,426.82,2021-11-30
안산시 상록구,우만1동,28,281.26,318.72,17.72,271.64,374.07,687.24,693.32,709.4,610.19,630.49,735.45,764.33,684.75,588.11,655.3,536.75,452.64,86.34,104.29,362.25,53.84,70.42,251.22,315.29,2021-11-30
안산시 상록구,우만2동,12.51,112.26,121.63,8.01,113.75,140.65,309.45,265.02,226.93,216.81,230.8,259.21,313.52,246.62,270.34,249.86,251,213.38,34.09,38.93,137.05,24.12,25.6,108.51,132.34,2021-11-30
안산시 상록구,원천동,32.78,563.48,879.31,117.51,762.22,830.86,1728.71,1460.48,1525.64,1489.68,1583.85,1774.99,1523.24,1424.16,1708.13,1496.75,1750.56,1653.53,218.57,298.93,975.36,133.02,170.26,567.27,514.27,2021-11-30
안산시 상록구,율천동,151.45,1240,1017.4,70.89,1111.55,1368.2,2598.77,2506.65,2427.16,2597.53,2412.18,2452.13,2368.03,2593.39,2267.23,2407.39,2872.94,2263.98,244.44,377.04,1452.95,282.87,338.37,878.99,1056.78,2021-11-30
안산시 상록구,인계동,120.47,1408.13,1275.37,114.9,1354.29,1564.59,3151.71,2984.62,2587.23,2954.24,2741.31,2917.85,2987.36,3110.12,2671.89,2951.63,3179.31,2795.05,293.6,398.73,1663.08,264.5,335.77,1439.02,1387.17,2021-11-30
안산시 상록구,입북동,241.22,1567.78,2862.9,365.26,2189.06,2848.08,5501.86,5395.98,5075.33,5061.63,5651.92,6213.02,5278.04,4270.53,4701.14,4842.38,4503.53,3984.24,541.5,957.78,2679.19,550.29,649.43,1816.49,2361.47,2021-11-30
안산시 상록구,정자1동,27.92,180.85,267.97,15.92,195.24,297.42,458.44,375.75,400.3,414.9,514.14,492.51,472.39,519.84,551.38,702.01,537.57,465.94,59.07,78.01,277.53,43.74,46.53,228.55,233.31,2021-11-30
안산시 상록구,정자2동,9,230.74,285.03,28.51,244.08,309.21,522.32,537.41,444.42,458.5,559.62,678.06,605.1,534.73,589.25,550.18,576.74,585.02,62.02,109.49,338.35,41.18,49.74,209.35,224.28,2021-11-30
안산시 상록구,정자3동,102.11,424.92,337.57,19.47,393.26,490.82,698.73,849.96,801.19,812.9,1020.71,916.09,969.97,821.93,762.52,1068.88,1070.6,814.03,77.4,134.91,569.8,82.45,90.07,313.77,392.56,2021-11-30
안산시 상록구,조원1동,39.8,424.97,687.17,74,488.53,737.4,1204.41,1136.05,1174.93,1245.68,1111.24,1259.07,1306.83,1175.94,1383.75,1606.28,1102.01,1002,142.96,216.11,695.66,121.33,134.71,460.56,551.63,2021-11-30
안산시 상록구,조원2동,6.74,97.55,199.99,8.99,131.34,181.94,338.98,304.29,281.73,314.73,289.5,321.28,297.31,300.95,341.8,360.31,337.55,272.39,38.37,57.24,185.51,35.11,26.92,100.42,137.62,2021-11-30
안산시 상록구,지동,3.32,176.04,228.5,33.6,215.18,226.27,565.11,474.64,500.22,465.68,367.03,419.93,522.16,370.77,383.16,385.13,408.11,434.75,58.93,89.03,259.89,29.2,40.19,178.68,172.64,2021-11-30
안산시 상록구,파장동,75.4,497,920.43,46.56,646.35,893.03,1762.1,1583.12,1594.53,1404.53,1451.99,1550.77,1427.73,1477.19,1523.51,1679.37,1569.83,1447.29,195.27,314.29,949.73,139.45,117.9,479.74,613.11,2021-11-30
안산시 상록구,평동,66.71,1724.87,2139.87,106.89,1254.25,2784.09,3508.23,3643.35,3447.52,3777.05,3618.02,4122.34,3858.83,3998.07,4354.94,4601.36,4860.16,4675.7,253.42,885.48,2933.21,373.59,294.72,891.44,1378.23,2021-11-30
안산시 상록구,행궁동,47.94,362.1,453.32,53.34,498.08,418.62,971.29,748.89,831.99,986.86,918.66,873.98,1024.54,991.49,923.13,1110.69,934.52,675.28,49.5,116.4,575.61,86.96,78,262.66,679.82,2021-11-30
안산시 상록구,호매실동,24.15,266.49,405.75,23.5,305.3,414.58,676.58,774.25,713.31,727.01,766.49,745.1,701.26,783.47,732,732.53,682.1,608.17,67.38,116.03,441.05,71.33,74.65,257.68,334.83,2021-11-30
안산시 상록구,화서1동,18.34,265.83,297.3,26.53,287.33,320.67,681.2,550.44,787.09,540.31,621.26,610.46,640.4,611.21,564.35,589.57,590.91,501,62.12,105.49,383.41,46.68,52.99,242.4,258.04,2021-11-30
안산시 상록구,화서2동,42.72,323.61,428.29,37.33,326.75,505.19,938.51,845.63,646.73,922.04,976.85,828.79,976.17,813.86,802.99,875.47,681.63,672.58,100.44,144.6,464.04,75.98,90.28,318.27,404.38,2021-11-30
안성시,고등동,8.65,68.85,96.14,6.67,46.5,133.81,249.71,156.92,64.78,141.83,188.82,220.38,181.64,213.79,178.09,245.55,162.98,157.11,32.55,21.63,62.19,9.5,17.29,156.9,117.01,2021-11-30
안성시,곡선동,19.96,136.95,187.09,43.48,158.69,228.8,483.31,418.12,338.49,332.88,483.56,412.15,338.28,356.88,330.91,440.7,342.54,369.77,72.41,52.01,148.8,30.38,52.64,267.76,198.46,2021-11-30
안성시,광교1동,56.22,213.34,221.46,31.78,173.79,349,704.17,451.78,421.69,404.39,536.51,584,518.92,569.05,485.68,501.31,533.74,554.96,64.78,72.72,275.32,45.03,50.86,258.88,299.37,2021-11-30
안성시,광교2동,14.88,89.44,96.07,13.42,80.62,133.19,281.61,146.56,177.74,144.78,143.3,161.43,203.36,305.43,292.43,212.09,272.79,220.35,31.47,29.03,99.77,15.73,23.31,127.3,123.03,2021-11-30
안성시,구운동,21.16,117.49,136.37,25.43,118.43,182.02,487.75,344.84,360.91,273.57,419.31,275.11,221.28,189.59,349.03,288.35,227.64,168.42,52.49,26.27,103.08,21.46,35.82,272.6,182.39,2021-11-30
안성시,권선1동,16.92,224.03,264.55,45.37,233.2,317.66,707.71,455.92,426.81,426.05,512.98,590.99,479.41,607.34,561.05,646.38,612.06,577.08,90.37,67.39,219.3,37.54,61.53,413.18,325.95,2021-11-30
안성시,권선2동,43.13,127.39,88.6,15.5,153.23,121.39,554.27,251.95,189.06,206.62,231,164.03,222.93,362.53,184.84,368.08,329.12,222.58,54.84,23.98,82.56,18.71,34.66,244.47,180.97,2021-11-30
안성시,금곡동,16.28,192.52,179.96,37.22,218.15,207.83,613.47,495.94,382.92,397.01,455.67,534.79,391.83,374.83,340.18,347.9,391.26,389.13,87.38,47.25,148.26,31.97,57.07,329.99,232.15,2021-11-30
안성시,망포1동,39.63,177.9,204.12,31.43,151.86,301.22,582.91,474.04,393.68,361.45,402.86,331.66,478.61,399.88,381.36,478.66,590.43,558.03,78.59,52.71,203.73,39.65,54.95,295.85,216.29,2021-11-30
안성시,망포2동,38.87,46.08,33.42,6.05,27.28,97.15,135.29,90.47,96.82,183.37,188.05,178.93,79.76,67.45,89.72,99.39,108.86,173.47,25.04,12.46,35.76,8.31,14.64,121.72,72.59,2021-11-30
안성시,매교동,3.04,21.66,79.27,21.83,36.67,89.13,132.69,142.04,85.5,78.16,98.78,144.36,114.99,96.83,106.54,186.52,200.78,124.24,28.61,19.51,45.83,6.27,12.72,102.67,55.5,2021-11-30
안성시,매산동,98.03,527.73,219.01,27.72,315,557.48,1300.32,877.23,549.76,746.37,840.38,935.57,1061.84,1087.03,660.04,884.91,864.37,653.13,110.05,62.64,339.34,87.35,105.08,565.81,729.97,2021-11-30
안성시,매탄1동,4.2,59.56,26.75,1.17,35.56,56.12,111.46,76.48,70.59,87.83,141.09,54.73,135.55,72.02,76.15,91.22,93.58,86.57,17.79,9.74,34.52,6.79,11.05,74.54,45.96,2021-11-30
안성시,매탄2동,61.39,185.98,280.16,48.32,214.22,361.63,773.77,452.34,641.58,497.12,655.69,572.84,634.69,740.3,442.22,478.82,559.76,445.65,107.59,83.91,254.72,39.34,63.09,358.22,286.18,2021-11-30
안성시,매탄3동,30.9,245.39,237.55,28.14,167.59,374.4,919.93,500.63,525.39,511.89,527.75,472.15,426.84,543.4,550.62,457.96,529.21,532.02,90.3,86.62,269.41,47.43,68.98,271.95,217.72,2021-11-30
안성시,매탄4동,1.77,33.47,37.6,3.82,36.85,39.81,133.6,49.91,60.33,56.41,138.23,49.54,79.81,82.57,67.82,67.47,55.21,75.02,15.47,11.41,30.81,5.5,8.02,56.38,33.28,2021-11-30
안성시,서둔동,12.1,148.13,150.35,11.71,120.69,201.59,536.63,319.29,348.72,280.11,475.84,277.93,289.84,270.6,249.36,364.63,240.92,205.57,45.27,28.29,125.72,25.54,34.31,212.5,268.88,2021-11-30
안성시,세류1동,5.64,53.44,30.56,5.1,33,61.74,138.52,123.22,39.94,64.07,74.97,64.03,81.93,137.09,190.57,78.41,74.42,72.01,17.78,10.44,33.25,9.72,11.57,64.53,60.37,2021-11-30
안성시,세류2동,10.94,156.22,130.65,52.57,102.76,247.62,483.84,302.81,265.46,297.44,425.22,348.59,331.79,361.94,307.15,357.52,340.09,376.12,61.72,36.98,115.85,27.63,39.41,296.51,227.15,2021-11-30
안성시,세류3동,6.12,74.24,75.56,5.47,76.74,84.65,257.42,84.83,116.06,257.48,158.16,159.35,131.28,130.41,150.93,241.27,126.91,119.24,33.62,16.3,49.29,11.03,20.4,148.28,90.6,2021-11-30
안성시,송죽동,6.7,66.2,39.49,2.16,51.22,63.33,83.75,66.49,100.21,79.9,94,113.74,135.39,112,108.78,169.98,141.04,165.08,28.73,10.46,29.34,6.27,14.68,116.64,59.96,2021-11-30
안성시,연무동,26.07,96,113.2,16.33,92.97,158.63,469.22,243.27,155.38,263.02,268.11,300.21,199.62,241.81,219.89,202.74,269.6,187.27,52.69,35.11,99.41,14.97,27.97,165.38,140.23,2021-11-30
안성시,영통1동,35.31,64.08,87.94,25.22,94.15,118.4,393.01,249.69,163.85,108.71,136.12,166.38,201.66,229.05,223.8,280.41,244.05,152.83,34.43,40.27,90.03,16.19,23.65,117.87,114.78,2021-11-30
안성시,영통2동,37.37,124.23,103.85,8.32,101.22,172.55,277.65,318.26,184.19,220.94,192.56,265.16,476.31,241.17,237.59,175.42,213.02,480.78,51.37,35.65,116.99,26.17,36.09,157.54,135.14,2021-11-30
안성시,영통3동,69.01,168.14,158.3,47.96,176.89,266.52,666.51,308.45,232.49,287.18,367.92,428.61,469.6,516.99,361.91,671.01,656.24,344.02,73.65,47.51,186.2,41.94,65.35,270.98,244.86,2021-11-30
안성시,영화동,30.78,95.64,110.05,15.86,100.48,151.84,248.5,311.57,165.84,147.57,244.15,354.27,307.41,245.2,193.13,237.65,306.25,269.9,44.29,29.39,109.94,18.48,34.49,159.39,132.57,2021-11-30
안성시,우만1동,50.74,145.18,158.53,14.12,145.28,223.28,462.38,280.88,285.03,319.69,452.94,466.59,382.92,422.61,273.26,418.81,314.84,333.95,78.5,56.13,146.09,22.32,44.62,235.38,185.82,2021-11-30
안성시,우만2동,27.92,93.33,51.32,10.41,69.85,113.13,221.16,171.15,103.94,154.46,162.19,156.35,228.74,229.12,206.14,209.82,174.88,175.72,28.92,30.07,85.67,10.71,18.77,116.85,88.39,2021-11-30
안성시,원천동,36.82,287.42,612.36,164.29,581.54,519.34,1386.26,1078.51,1200.51,998.14,1086.49,1260.6,1129.66,919.48,1056.49,1043.55,966.95,1078.56,184.48,216.83,608.45,76.37,125.49,461.38,360.5,2021-11-30
안성시,율천동,14.22,122.48,152.88,35.12,131.03,193.65,408.68,142,329.86,257.09,267.26,339.34,310.55,334.38,348.19,440.86,432.93,275.87,55.43,36.84,136.78,26.84,40.98,205.35,189.41,2021-11-30
안성시,인계동,44.16,443.59,404.92,59.27,365.15,586.79,1262.53,927.08,699.17,747.37,926.97,919.61,1041.98,971.28,950.32,1119.47,978.7,870.33,131.77,104.8,397.77,69,121.42,710.23,562.1,2021-11-30
안성시,입북동,7.86,35.56,91.85,5.43,59.05,81.65,186.54,118.96,146.67,132.39,137.32,234.41,141.23,146.83,101.65,111.71,125.94,104.37,16.5,13.22,48.71,10.35,15.34,127.95,104.92,2021-11-30
안성시,정자1동,12,38.99,111.97,4.31,38.5,128.78,217.06,144.77,100.71,131.52,157.65,141.28,165.85,171.73,137.04,215.65,241.77,180.24,42.77,15.99,42.89,10.49,22.56,159.69,89.65,2021-11-30
안성시,정자2동,5.63,85.38,62.81,11.87,93.16,72.53,232.26,99.39,195.03,245.94,131.3,162.27,113.02,154.24,105.08,147.87,193.94,205.05,38.87,19.85,55.76,9.35,18.02,140.92,84.81,2021-11-30
