인구이동_기점,인구이동_종점,0세_19세 일평균 외부유입 인구,20세_39세 일평균 외부유입 인구,40세_64세 일평균 외부유입 인구,65세 이상 일평균 외부유입 인구,남성_일평균 외부유입 인구,여성_일평균 외부유입 인구,2020년 1월_일평균 외부유입 인구,2020년 2월_일평균 외부유입 인구,2020년 3월_일평균 외부유입 인구,2020년 4월_일평균 외부유입 인구,2020년 5월_일평균 외부유입 인구,2020년 6월_일평균 외부유입 인구,2020년 7월_일평균 외부유입 인구,2020년 8월_일평균 외부유입 인구,2020년 9월_일평균 외부유입 인구,2020년 10월_일평균 외부유입 인구,2020년 11월_일평균 외부유입 인구,2020년 12월_일평균 외부유입 인구,주중_새벽(0시-6시)_일평균 외부유입 인구,주중_출근(7시-9시)_일평균 외부유입 인구,주중_주간(10시-17시)_일평균 외부유입 인구,주중_퇴근(18시-20시)_일평균 외부유입 인구,주중_야간(21시-23시)_일평균 외부유입 인구,주말_첨두시(11시-19시)_일평균 외부유입 인구,주말_비첨두시(20시-10시)_일평균 외부유입 인구,데이터기준일자
성남시 중원구,정자2동,1.71,78.63,79.08,3.75,65.68,97.49,134.92,156.95,164.13,146.56,146.81,275.82,148.67,170.07,131.52,161.73,158.5,163.9,27.82,27.44,77.67,7.11,14.44,109.61,75.47,2021-11-30
성남시 중원구,정자3동,15.49,76.82,76.21,5.54,74.3,99.76,141.09,202.06,250.24,209.09,208.14,186.82,168.29,162.93,145.02,162.52,130.62,122.92,11.78,28.6,114.17,16.68,13.81,58.89,87.51,2021-11-30
성남시 중원구,조원1동,13.03,144.93,138.99,10,132.11,174.85,322.16,317.41,282.83,252.3,312.86,346.78,355.08,276.6,303.03,357.24,333.38,224.74,33.98,61,184.52,22.66,28.84,134.85,111.54,2021-11-30
성남시 중원구,조원2동,2.53,27.3,29.17,1.91,26.44,34.48,110.04,99.61,58.81,40.8,41.07,59.56,49.86,52.7,53.7,63.61,54.08,48.52,5.8,7.84,32.98,5.76,7.93,26.72,35.71,2021-11-30
성남시 중원구,지동,0.98,32,36.18,14.32,36.18,47.3,85.28,65.34,54.03,62.84,70.64,55.33,116.47,114.24,62.31,77.1,102.28,133.05,15.15,11.01,36.87,6.32,9.84,48.77,45.49,2021-11-30
성남시 중원구,파장동,12.69,136.7,194.6,9.16,189.61,163.54,488.78,353.69,416.73,282.06,357.9,376.23,334.97,334.93,340.72,318.14,337.58,293.72,32.85,74.98,211.36,27.66,34.43,127.44,154.85,2021-11-30
성남시 중원구,평동,19.13,188.96,257.01,16.83,132.97,348.97,504.99,493.6,425.55,716.91,406.7,441.37,485.42,408.69,369.7,466.71,572.66,497.26,34.13,82.13,331.12,40.49,37.42,172.22,200.52,2021-11-30
성남시 중원구,행궁동,17.59,119.87,103.26,17.25,125.45,132.52,288.84,261.28,182.41,212.76,221.36,316.39,305.37,186.51,256.64,429.37,257.01,178.25,21.73,34.58,139.47,20.74,24.68,117.18,183.02,2021-11-30
성남시 중원구,호매실동,4.85,27.69,52.15,3.74,45.56,42.87,107.25,91.57,88.2,70.44,81.98,95.84,71.37,93.53,92.62,75.17,123.9,70.43,9.56,13.48,43.43,9.06,10.35,41.22,53.65,2021-11-30
성남시 중원구,화서1동,4.55,65.22,140.89,15.07,88.36,137.36,340.51,292.31,273.33,220.93,180.8,218.23,196.03,151.61,215.95,221.39,222.08,179,29.79,30.22,145.99,22.7,20.38,84.53,82.35,2021-11-30
성남시 중원구,화서2동,2.49,67.35,113.69,11.02,56.05,138.5,184.03,226.56,244.41,248.01,171.04,187.79,200.15,153.62,212.09,210.55,155.82,143.37,28.82,42.49,110.77,12.4,13.79,82.57,77.43,2021-11-30
세종특별자치시,고등동,3.26,43.16,75.13,10.95,49.65,82.85,185.43,131.84,56.42,99.66,124.93,232.75,119.53,136.76,121.14,126.24,152.95,104.71,25.42,14.93,47.05,10.05,20.53,101.76,67.31,2021-11-30
세종특별자치시,곡선동,16.02,106.29,66.35,15.58,94.29,109.94,380.09,383.67,174.32,100.52,160.14,167.49,260.22,159.33,197.74,165.31,158.19,149.12,51.25,23.28,65.39,15.54,30.19,137.12,113.9,2021-11-30
세종특별자치시,광교1동,34.13,191.63,164.34,8.98,148.57,250.52,491.29,325.74,271.06,544.85,351.88,416.39,564.02,446.31,357.8,392.13,402.55,224.32,67.67,45.53,156.39,28.91,50.4,278.35,247.15,2021-11-30
세종특별자치시,광교2동,12.48,80.74,61.77,4.25,49.13,110.11,175.33,170.68,103.83,147.65,138.41,107.26,264.41,233.47,131.64,164.66,133.17,137.26,23.54,11.05,40.25,9.31,18.01,178.2,124.82,2021-11-30
세종특별자치시,구운동,11.09,84.12,91.27,3.24,60.93,128.8,318.89,202,110.86,169.39,165.16,125.69,296.37,202.95,167.5,192.45,153.3,168.34,41.71,13.68,50.62,15.45,30.11,169.83,116.04,2021-11-30
세종특별자치시,권선1동,25.99,138.25,119.63,6.45,105.79,184.54,425.58,266.3,112.19,160.93,291.42,305.54,351.24,245.82,179.74,367.36,389.14,383.03,60.7,27.48,90.29,22.82,44.85,238.75,162.87,2021-11-30
세종특별자치시,권선2동,9.5,102.29,64.17,3.62,66.22,113.36,463.35,82.24,117.95,172.28,180.79,253.07,193,152.5,83.53,163.01,117.22,166.58,40.95,16,46.46,11.63,26.49,166.09,107.63,2021-11-30
세종특별자치시,금곡동,28.94,146.18,119.98,7.15,138.34,163.92,496.62,217.44,244.89,220.65,255.77,231.19,552.49,365.58,210.68,291.16,173.95,349.22,59.72,22.66,65.56,17.55,40.4,363.79,181.22,2021-11-30
세종특별자치시,망포1동,12.74,138.24,164.29,5.91,117.98,203.2,543.61,225.81,227.09,381.53,267.55,214.09,388.58,377.91,227.89,302.13,355.25,333.11,69.18,28.57,84.23,19.79,43.81,339.98,171.65,2021-11-30
세종특별자치시,망포2동,24.92,61.68,41.84,2.72,65.2,65.96,193.05,96.16,48.94,72.19,155.57,83.1,113.89,153.46,102.12,136.98,183.4,213.27,24.57,10.63,29.05,7.52,16.73,155.93,72.6,2021-11-30
세종특별자치시,매교동,0.52,26.73,40.24,0.26,13.37,54.38,79.77,120.26,15.79,10.96,40.71,90.5,76.69,73.47,71.46,75.52,93.71,28.9,18.31,9.21,19.16,2.74,6.21,54.91,27.05,2021-11-30
세종특별자치시,매산동,39.16,327.77,314.85,19.64,245.09,456.32,1104.79,754.36,378.18,487.66,692.82,798.23,860.66,726.93,662.61,769.34,710.95,469.2,119.74,54.87,240.01,75.12,110.81,432.94,522.59,2021-11-30
세종특별자치시,매탄1동,28.57,41.04,24.04,1.4,17.49,77.55,147.65,76.31,83.22,64.66,65.03,25.96,92.36,86.51,284.34,93.72,53.08,55.21,20.96,10.02,23.52,5.45,13.7,91.43,46.55,2021-11-30
세종특별자치시,매탄2동,25.05,165.47,147.86,12.66,129.35,221.69,445.85,227.8,228.93,287.8,322.27,404.36,482.25,290.82,359.77,459.54,348.46,346.49,87.65,37.56,103.68,22.89,47.77,288.48,192.28,2021-11-30
세종특별자치시,매탄3동,21.84,132.05,117.56,1.56,98.13,174.87,552.46,245.48,279.27,240.84,167.14,222.16,219.67,185.98,276.6,249.71,302.29,331.01,53.98,40.05,116.92,20.31,34.84,176.38,114,2021-11-30
세종특별자치시,매탄4동,10.21,44.05,26.68,0.29,30.26,50.97,196.82,69.11,40.69,25.56,57.47,54.59,85.63,71.77,48.96,108.67,108.29,90.97,17.56,8.83,22.88,5.02,10.18,83.28,31.57,2021-11-30
세종특별자치시,서둔동,17.27,102.49,156.62,22.14,101.68,196.85,316.01,148.79,160.39,223.3,275.53,301.54,604.9,321.96,279.36,376.59,250.83,308.94,53.64,31.23,121.73,21.56,37.06,193.37,189.07,2021-11-30
세종특별자치시,세류1동,3.36,39.04,32.98,4.48,33.95,45.91,122.37,95.78,44.23,58.57,77.78,76.72,126.14,84.17,49.01,87.58,57.68,76.8,13.27,6.17,24.65,9.64,10.23,65.35,54.56,2021-11-30
세종특별자치시,세류2동,2.97,61.06,88.89,9.53,54.31,108.13,277.86,75.97,63.63,122.65,172.11,129.22,368.46,247.65,168.56,117.11,110.32,86.42,34.22,17.57,54.42,13.6,23.83,114.73,95.1,2021-11-30
세종특별자치시,세류3동,5.56,43.07,51.52,1.05,41.79,59.42,113.38,92.01,29.06,93.85,37.42,74.51,132.69,129.77,51.77,145.38,232.59,77.16,25.23,9.67,25.64,5.85,13.44,95.28,52,2021-11-30
세종특별자치시,송죽동,3.4,27.52,44.6,7.3,29.06,53.77,161.87,55.72,31.71,52.22,146.16,62.31,114.79,79.12,64.35,118.36,41.06,48.76,16.89,6.05,17.27,5.4,12.31,78.33,55.27,2021-11-30
세종특별자치시,연무동,3.62,52.37,58.3,13.48,40.41,87.38,190.83,102.36,185.84,79.9,78.59,97.57,99.79,123.82,104.87,168.01,142.66,153.8,23.39,10.59,32.31,8.14,15.62,129.58,92.02,2021-11-30
세종특별자치시,영통1동,6.72,88.15,49.6,1.64,55.66,90.44,249.53,159.74,136.38,163.42,127.93,97.63,308.68,136.82,77.05,95.23,103.03,94.03,36.08,12.44,29.87,8.23,20.85,161.55,81.85,2021-11-30
세종특별자치시,영통2동,3.28,88.67,70.2,1.04,76.83,86.36,273.52,143.26,94.87,120.67,154.52,131.21,162.52,155.99,166.43,117.94,279.19,158.36,38.93,14.95,51.02,13.88,26.78,118.48,89.13,2021-11-30
세종특별자치시,영통3동,32.28,141.63,89.09,33.22,136.4,159.81,381.09,203.14,196.52,246.54,338.2,388.96,425.77,382.04,135.48,364.39,297.5,185.19,62.35,26.22,83.78,25.08,49.15,246.92,174.35,2021-11-30
세종특별자치시,영화동,3.89,81.76,159.74,2.84,78.85,169.38,339.83,226.81,224.87,321.95,214.77,267.82,289.14,212.83,196.14,214.27,220.1,249.3,68.97,27.1,71.43,15.81,35.52,205.32,116.99,2021-11-30
세종특별자치시,우만1동,2.88,59.2,54.57,16.22,44.86,88,170.74,168.99,90.82,94.77,167.61,181.42,123.88,85.9,83.23,131.19,145.37,151.95,33.56,12.31,38.7,8.92,20.63,94.48,85.62,2021-11-30
세종특별자치시,우만2동,5.19,65.78,28.98,7.35,44.42,62.88,113.94,143.16,115.3,56.24,120.6,98.88,127.86,81.54,106.69,111.36,102.76,109.48,28.98,9.84,27.01,8.18,17.74,94.94,51.5,2021-11-30
세종특별자치시,원천동,56.59,163.08,149.94,13.25,179.22,203.64,392.43,320.88,262.4,338.61,343.45,547.65,315.76,286.52,546.91,578.58,312.25,351.77,89.33,48.31,150.29,29.61,57.43,225.61,177.14,2021-11-30
세종특별자치시,율천동,25.84,194.29,180.29,7.01,87.87,319.56,537.33,567.55,210.59,564.36,424.65,343.77,507.44,514.26,492.77,304.55,234.08,198.27,83.72,40.81,138.74,28.82,60.91,325.25,219.29,2021-11-30
세종특별자치시,인계동,20.22,250.52,271.9,8.22,166.88,383.99,837.42,465.05,344.41,370.69,473.81,461.59,810.85,519.97,485.88,664.85,722.36,442.75,124.73,51.42,171.11,42.34,85.2,440.58,301.93,2021-11-30
세종특별자치시,입북동,16.05,47.26,38.55,2.28,51.92,52.22,123.65,81.46,179.82,95.63,117.49,77.73,123.64,119.7,63.59,93.4,73.17,95.47,18.92,11.64,39.05,9.23,12.35,69.73,67.04,2021-11-30
세종특별자치시,정자1동,10.36,23.87,86.32,3.61,41.15,83.01,204.17,139.02,112.51,72.37,111.8,136.61,132.4,116.67,121.62,124.7,115.14,100.21,27.04,9.52,27.45,7.38,17.23,146.56,63.53,2021-11-30
세종특별자치시,정자2동,5.84,39.57,80.14,0.96,40.19,86.32,199.25,91.65,123.86,163.99,111.91,95.47,164.07,117.83,125.77,106.55,88.89,124.44,30.42,8.52,24.5,6.05,16.16,150.19,74.4,2021-11-30
세종특별자치시,정자3동,20.21,96.88,152.84,1.72,76.12,195.53,488.97,318.62,179.57,298.53,229.17,207.63,360.81,252.82,160.68,292.76,249.42,214.73,68.3,21.44,60.4,16.26,41.12,270.54,160.01,2021-11-30
세종특별자치시,조원1동,16.94,123.32,101.08,21.2,72.67,189.88,551.88,197.2,225.86,261.49,281.4,225.87,211.59,243.48,239.64,307.64,214.52,182.32,52.66,26.01,76.13,18.13,35.74,247.72,150.56,2021-11-30
세종특별자치시,조원2동,2.96,27.92,21.45,1.51,11.48,42.37,142.29,51.36,20.4,32.34,47.95,50.25,74.37,55.54,30.52,34.77,43.03,60.68,7.91,3.93,14.9,4.13,7.87,48.94,39.33,2021-11-30
세종특별자치시,지동,6.22,57.24,37.35,0.85,29.34,72.32,159.99,76.64,41.82,52.34,136.54,51.44,72.69,90.82,92.34,161.87,186.51,89.76,18.99,16.01,35.36,5.83,11.63,87.84,45.76,2021-11-30
세종특별자치시,파장동,35.59,152.65,110.38,9.66,122.69,185.59,621.29,277.51,370.6,250.33,479.13,228.27,312.22,246.3,180.7,259.71,232.07,228.29,72.76,39,111.06,19.65,41.93,221.37,147.09,2021-11-30
세종특별자치시,평동,6.34,113.22,142.58,9.65,112.74,159.05,334.18,174.33,166.47,291.34,323.02,216.75,519.28,339.84,237.07,269.08,228.32,151.8,49.41,27.94,94.03,19.41,34.67,227.48,161.03,2021-11-30
세종특별자치시,행궁동,3.47,52.6,71.38,3.07,52.86,77.66,187.72,110.53,120.19,93.13,139.26,100.23,165.28,175.03,93.87,174.74,116.61,83.4,18.87,8.66,42.09,10.89,17.57,93.07,117.92,2021-11-30
세종특별자치시,호매실동,10.39,51.49,32.18,5,57.59,41.46,125.29,106.24,145,49.6,81.46,67.6,94.7,167.98,94.99,88.68,53.57,103.92,19.38,8.77,25.88,7.5,14.89,82.53,66.83,2021-11-30
세종특별자치시,화서1동,7.78,28.2,61.42,5.32,42.12,60.6,150,62.28,32.91,168.13,95.02,109.62,126.67,75.72,44.3,87.99,153.32,117.53,22.4,8.94,30.68,8.57,17.31,72.53,62.6,2021-11-30
세종특별자치시,화서2동,19.97,69.74,145.21,4.18,48.69,190.42,364.9,187.13,191.24,343.69,234.59,241.79,297.05,197.39,202.24,215.68,170.5,219.8,48.76,21.79,65.24,17.5,36.78,225.31,137.31,2021-11-30
시흥시,고등동,7.12,143.36,173.21,8.88,122.26,210.3,373.1,337.49,299.84,279.92,280.76,320.87,292.82,312.59,370.97,396.53,451.82,277.31,45.3,57.54,174.35,27.44,31.21,153.36,170.95,2021-11-30
시흥시,곡선동,9.11,184.4,140.38,22.94,102.78,254.05,377.08,268.57,349.05,305.26,341.86,276.33,315.64,486.67,302.63,425.03,491.24,335.21,53.14,49,169.19,30.42,37.46,190.15,211.06,2021-11-30
시흥시,광교1동,54.42,644.9,634.98,52.99,474.36,912.93,1866.72,1494.7,1235.56,1459.89,1362.66,1338.22,1334.55,1250.55,1181.99,1373.61,1481.92,1271.2,136.23,237.78,852.14,154.34,118,424.48,682.66,2021-11-30
시흥시,광교2동,16.43,196.38,214.42,20.03,166.39,280.88,498.87,399.33,335.06,379.77,364.88,429.86,551.62,504.27,524.85,486.24,539.41,352.73,55.91,77.8,227.88,41.85,39.97,207.52,249.48,2021-11-30
시흥시,구운동,29.83,347.19,470.51,26.17,269.69,604.01,1144.45,903.31,942.53,1025.35,917.67,683.64,758.67,946.2,845.94,775.32,821.09,718.35,96.49,133.86,454.44,89.4,93.24,399.18,490.34,2021-11-30
시흥시,권선1동,21.23,368.94,454.63,41.45,298.16,588.09,1000.37,935,807.66,867.55,867.45,762.72,890.21,921.11,836.8,874.38,850.78,1016.86,113.66,132,478.35,64.53,89.7,477.43,429.04,2021-11-30
시흥시,권선2동,23.67,145.09,127.41,31.19,144.23,183.12,515.35,297.76,257.36,268.07,258.63,266.4,403.45,324.41,214.25,364.05,366.6,383.82,56.27,37.23,140.04,25.71,41.48,203.03,191.43,2021-11-30
시흥시,금곡동,26.73,427.47,400.69,54.31,383.18,526.03,1066.04,958.98,899.41,882.97,827.63,962.75,942.91,786.7,774.24,850.26,922.69,1036.1,126.23,124.73,453.06,79.07,104.32,494.33,469.78,2021-11-30
시흥시,망포1동,37.36,256.22,203.05,23.04,157.37,362.3,559.36,408.1,355.57,458.73,540.37,553.49,494.71,533.92,481.05,548.77,598.84,696.29,74.05,76.47,303.88,44.64,53.29,244.96,192.41,2021-11-30
시흥시,망포2동,19.55,81.22,46.83,18.27,78.82,87.06,126.42,110.87,193.1,142.31,194.53,128.68,130.5,140.24,113.98,140.4,221.5,342.58,26.37,27.12,79.69,11.74,15.84,108.21,70.54,2021-11-30
시흥시,매교동,6.9,65.88,86.52,3.2,53.21,109.29,145.14,120.13,97.74,140.73,118.27,95.47,119.53,138.31,206.08,266.59,317.42,185.31,16.69,35.01,106.97,12.12,10.79,54.31,60.09,2021-11-30
시흥시,매산동,109.01,910.13,592.8,33.22,737.99,907.16,2140.61,1519.93,1236.04,1557.11,1504.14,1631.83,1701.09,1796.84,1636.66,1917.22,1784.05,1309.21,157.97,167.03,840.06,187.97,186.94,742.27,1167.91,2021-11-30
시흥시,매탄1동,2.21,53.56,50.59,1.95,36.6,71.71,127.58,63.96,87.62,129.88,193.27,63.72,147.58,119.27,70.15,87.04,119.43,85.68,22.85,12.49,42.63,7.52,12.45,77.71,56.69,2021-11-30
시흥시,매탄2동,27.76,315.68,300.05,23.77,256.1,411.16,729.32,757.44,556.38,702.62,686.82,567.67,630.12,531.38,702.19,725.3,736.46,688.51,98.34,97.47,340.57,51.99,73.72,345.31,334.95,2021-11-30
시흥시,매탄3동,19.01,424.22,292.53,31.41,171.32,595.84,707.99,651.71,740.02,915.9,814.76,816.83,635.35,699.81,714.52,805.38,1066.98,643.65,94.35,142.31,473.24,59.62,70.31,322.8,261.32,2021-11-30
시흥시,매탄4동,8.21,43.14,51.81,22.8,38.72,87.24,82.61,104.88,80.88,125.32,222.22,169.58,120.82,103.8,172.97,133.28,109.79,86.42,31.33,15.24,39.53,6.93,15.11,115.98,54.89,2021-11-30
시흥시,서둔동,40.94,444.01,481.29,25.11,418.25,573.09,1049.26,777.75,838.25,1113.08,1048.68,1037.54,985.88,875.96,970.19,1122.73,1103.89,967.49,99.67,146.28,562.48,85.82,86.02,368.69,650.53,2021-11-30
시흥시,세류1동,7.89,67.71,82.11,7.24,50.63,114.32,175.22,217.53,164.92,228.58,122.15,163.09,121.31,175.55,132.97,202.82,135.03,143.65,29.85,21.93,68.33,14.35,18.88,100.54,93.68,2021-11-30
시흥시,세류2동,16.11,167.66,209.56,25.71,150,269.05,669.98,412.01,268.36,322.18,479.69,435.69,300.26,349.06,431.71,491.57,520.59,348.08,81.68,64.85,182.01,35.45,51.94,236.54,190.34,2021-11-30
시흥시,세류3동,9.65,62.25,111.42,10.96,64.62,129.66,204.78,146.94,210.7,123.15,195.51,195.08,266.74,248.94,171.03,198.4,175.05,188.29,37.5,21.83,77.74,17.17,29.04,122.82,99.14,2021-11-30
시흥시,송죽동,2.74,51.81,103.04,7.31,67.93,96.97,228.24,150.13,144.68,161.15,150.33,130.03,145.95,136.3,155.83,200.81,163.94,208.85,32.55,16.62,74.69,12.24,18.71,96.24,94.06,2021-11-30
시흥시,연무동,50.42,317.97,344.56,23.89,291.82,445.02,427.32,360.95,622.94,537.98,440.17,495.25,436.63,372.81,699.63,1522.69,1476.04,1433.92,116.1,88.41,336.31,81.91,111.6,348.71,394.46,2021-11-30
시흥시,영통1동,29.09,75.48,108.12,15.16,96.62,131.22,280.52,170.74,175.2,146.7,311.27,196.63,209.38,254.45,252.15,254.5,247.81,228.94,33.99,27.38,97.95,15.37,24.37,172.11,128.25,2021-11-30
시흥시,영통2동,4.59,175.82,210.75,24.13,148.86,266.43,460.45,403.88,353.85,496.23,497.21,429.59,403.08,447.92,375.99,387.33,404.45,324.25,41.74,76.65,248.87,36.48,37.84,187.32,161.73,2021-11-30
시흥시,영통3동,76.9,201.33,172.85,9.95,130.91,330.12,489.6,458.24,530.05,543.99,451.2,602.85,334.05,381.1,409.13,478.95,494.39,365.39,77.21,55.53,212.03,42.53,66.96,240.21,237.89,2021-11-30
시흥시,영화동,32.49,192.69,250.63,27.28,204.56,298.53,578.19,458.58,360.66,474.86,423.27,516.34,542.08,627.13,462.3,536.4,490.71,561.48,72.42,72.3,266.3,41.18,58.1,248.81,236.09,2021-11-30
시흥시,우만1동,19.96,149.28,231.95,9.73,168.37,242.55,450.23,378.6,351.24,456.88,470.61,387.66,457.86,391.52,358.49,479.96,432.66,312.94,52.2,60.45,228.16,35.4,42.52,177.07,214.18,2021-11-30
시흥시,우만2동,12.11,108.19,92.45,6.58,95.42,123.91,265.02,195.04,186.34,265.89,152.96,148.82,224.9,178.75,263.53,272.52,264.71,214,41.16,33.83,100.23,14.88,24.15,126.58,105.52,2021-11-30
시흥시,원천동,43.82,405.82,310.01,39.43,298.62,500.46,910.68,1069.99,744.69,799.68,814.99,882.27,859.77,613.9,667.67,693.78,925.55,626.08,111.31,123.92,454.25,62.33,85.12,391.49,312.24,2021-11-30
시흥시,율천동,76.82,395.11,297.37,36.73,305.12,500.91,1072.63,703.53,627.26,833.33,887.49,893.42,694.28,638.7,740.82,923.2,883.35,771.82,86.18,118.44,489.03,72.95,88.59,330.86,351.33,2021-11-30
시흥시,인계동,47.66,660.47,656.43,44.5,526.41,882.65,1690.44,1344.51,1350.36,1446.6,1498.71,1221.31,1317.81,1400.71,1185.05,1542.58,1589.23,1311,193.15,186.23,688.16,111.79,166.03,838.74,730.81,2021-11-30
시흥시,입북동,20.94,301.55,392.71,30.36,208.1,537.47,893.12,803.95,688.64,739.74,806.59,883.14,679.11,626.31,706.41,759.73,687.09,677.79,72.59,143.93,431.87,77.73,63.56,264.56,369.86,2021-11-30
시흥시,정자1동,20.6,123.74,114.41,7.28,101.4,164.63,322.01,245.47,355.77,305.06,244.5,184.39,213.19,252.38,213.92,302.06,266.94,282.35,43.29,33.05,133.37,16.59,28.24,167.33,127.65,2021-11-30
시흥시,정자2동,6.07,108.12,182.16,38.34,142.05,192.62,475.52,345.37,368.12,295.69,263.01,369.22,262.69,240.32,320.34,365.7,359.68,351.38,56.03,47.89,172.08,22.24,31.65,188.02,158.75,2021-11-30
시흥시,정자3동,45.2,221.18,157.04,23.89,157.42,289.9,555.44,381.11,362.85,324.49,402.87,407.45,434.01,347.09,454.68,604.38,577.26,511.09,50.13,55.27,264.61,45.18,51.54,182.96,215.45,2021-11-30
시흥시,조원1동,33.84,260.9,234.11,13.12,190.73,351.24,595.87,586.77,461.15,498.76,481.52,456.78,569.25,509.09,510.28,519.63,611.53,702.92,85.71,79.15,263.49,44.17,62.44,296.7,262.93,2021-11-30
시흥시,조원2동,5.59,76.48,120.23,7.54,78.02,131.81,231.34,263.77,167.39,200.19,238.01,188.43,172.58,226.23,192.78,230.71,207.01,201.34,28.25,36.17,107.26,25.24,19.94,82.71,109.41,2021-11-30
시흥시,지동,4.68,53.25,100.25,7.9,49.9,116.18,208.86,224.14,220.67,124.4,178.52,150.34,174.24,111.15,136.8,134.36,166.87,163.59,26.98,26.06,86.24,9.05,13.89,97.54,78.25,2021-11-30
시흥시,파장동,43.37,446.3,488.12,42.89,411.58,609.09,1173.39,975.83,888.73,925.03,1123.28,971.9,1043.75,1007.46,993.26,1117.72,1114.01,908.35,142.77,179.74,549.19,94.57,82.82,444.56,504.57,2021-11-30
시흥시,평동,40.4,724.02,904.74,31.08,418.88,1281.34,1551.97,1660.46,1620.04,1361.4,1527.91,1817.22,1716.43,1467.13,1724.4,1790.22,2191.26,1981.15,129.63,357.07,1217.06,134.4,107.95,479.63,601.15,2021-11-30
시흥시,행궁동,16.71,184.04,205.61,12.91,186.03,233.23,564.51,340.04,326.5,353.55,444.9,373.38,357.22,301.46,494.21,585.59,455.71,428.97,38.29,47.69,220.69,34.53,39.1,184.81,332.6,2021-11-30
시흥시,호매실동,14.87,135.62,142.83,12.09,104.02,201.4,323.33,386.72,286.6,263.95,256.79,280.88,251.33,292.26,314.38,312.29,338.74,362.2,32.31,50.45,171.14,26.28,29.81,133.8,160.08,2021-11-30
시흥시,화서1동,10.95,131.05,201.72,13.31,128.33,228.7,351.11,319.95,261.75,260.41,397.59,367.88,517.33,267.43,373.67,468.8,394.56,300.44,50.16,61.12,203.87,24.68,33.27,167.9,148.67,2021-11-30
시흥시,화서2동,9.46,139.1,237.55,14.63,126.3,274.42,421.91,418.44,349.03,426.85,399.26,460.48,409.33,430.99,395.09,355.69,396.01,349.22,44.94,69.34,216.22,35.15,41.51,177.94,206.59,2021-11-30
안산시 단원구,고등동,21.44,248.23,243.51,13.47,233.05,293.6,556.46,497.87,485.23,502.43,572.6,625,517.59,541.99,538.38,527.05,566.99,390.47,51.01,93.96,314.55,46.02,44.9,190.91,275.84,2021-11-30
안산시 단원구,곡선동,15.53,215.97,263.26,15.75,159.31,351.21,334.96,371.9,313.09,449.44,541.24,632.91,697.94,520.38,542.13,576.49,625.85,517.73,65.73,78.84,253.48,41.51,63.21,270.85,259.19,2021-11-30
안산시 단원구,광교1동,101.2,612.6,706.37,44.31,510.11,954.38,1422.91,1436.04,1233.29,1602.56,1402.53,1577.15,1445.86,1432.32,1440.21,1475.12,1604.97,1510.85,169.98,250.87,892.25,157.91,117.72,471.93,679.54,2021-11-30
안산시 단원구,광교2동,9.85,182.48,213.31,14.19,164.32,255.51,461.06,336.22,310.08,391.13,339.75,368.82,436.28,503.7,471.56,487.75,537.11,391.98,52.76,75.97,236.51,40.61,30.53,153.86,224.31,2021-11-30
안산시 단원구,구운동,36.17,511.31,805.67,51.43,506.6,897.98,1674.63,1525.51,1315.27,1469.93,1465.7,1422.23,1326.07,1357.86,1316.16,1376.48,1319.74,1290.18,139.33,215.39,784.7,147.27,146.77,548.87,782.95,2021-11-30
안산시 단원구,권선1동,25.31,497.12,571.95,26.11,474.38,646.11,1198.35,1077.75,1049.05,1158.7,991.18,1036.34,1195.17,1103.92,998.9,1127.51,1254.57,1250.58,137.96,181.2,603.88,84.18,111.04,575.94,550.17,2021-11-30
안산시 단원구,권선2동,7.94,123.2,176.25,8.29,118.16,197.51,401.38,293.18,291.43,303.01,328.21,328.93,353.94,296.83,289.71,279.46,337.98,282.53,46.34,43.68,145.18,27.9,39.15,169.06,180.45,2021-11-30
안산시 단원구,금곡동,26.04,506.83,650.38,83.04,566.19,700.1,1195.06,1236.07,1146.86,1447.97,1329.63,1259.55,1312.45,1084.21,1236.19,1252.95,1353.83,1346.22,161.78,186.05,676.67,117.31,142.87,593.87,626.05,2021-11-30
안산시 단원구,망포1동,11.35,227.67,155.18,8.98,148.15,255.03,410.44,396.95,360.76,390.57,342.57,397.06,380.64,353.3,307.06,393.53,531.7,573.58,47.82,64.34,233.53,34.27,38.74,175.5,188.58,2021-11-30
안산시 단원구,망포2동,5,70.99,75.12,3.61,57.78,96.94,168.08,142.23,127,157.65,163.64,168.64,125.85,134.22,102.56,178.63,183.95,203.23,25.04,25.39,78.35,11.35,13.56,88.15,69.18,2021-11-30
안산시 단원구,매교동,2.95,101.43,138.26,17.43,90.89,169.18,219.43,169.21,246.57,280.14,177.76,230.63,274.14,201,248.64,310.24,395.37,365.51,34.66,55.13,175.37,14.8,16.36,82.01,86.72,2021-11-30
안산시 단원구,매산동,162.97,1273.03,742.26,64.27,1129.37,1113.17,2726.36,2108.27,1732.07,2226.09,2314.01,2352.54,2310.95,2439.51,1944.78,2515.54,2311.65,1915.59,187.83,243.67,1151.56,260.08,265.96,952.25,1626.44,2021-11-30
안산시 단원구,매탄1동,2.79,39.77,34.66,4.78,37.98,44.02,105.25,57.67,104.15,107.95,48.24,69.58,65.28,37.17,85.05,93.51,95.64,113.92,9.89,12.47,49.54,6.91,8.04,35.49,34.26,2021-11-30
